Julian Date,Target Intensity,Target Intensity Uncertainty,Target magnitude,target magnitude uncertainty,Reference Intensity,Reference Intensity Uncertainty,Reference magnitude,Reference magnitude uncertainty,Check1 Intensity,Check1 Intensity Uncertainty,Check1 magnitude,Check1 magnitude uncertainty,Check2 Intensity,Check2 Intensity Uncertainty,Check2 magnitude,Check2 magnitude uncertainty,Relative target magnitude,Relative check1 magnitude,Relative check2 magnitude,real ref mag,real targ mag,real ch1 mag,real ch 2 mag,,SNR(target),SNR(ref),error on flux(target),error on flux(ref),error on target mag,,ref mag (SIMBAD)
2459633.455,329828,606.805,-13.7957,0.002,91825.7,368.066,-12.4074,0.0044,58582.1,321.83,-11.9194,0.006,9172.28,229.935,-9.9062,0.0272,-1.3883,0.488,2.5012,,9.521691816,11.39799828,13.41121736,,543.5485864,249.4816147,0.001997981,0.004353026,0.070163671,,
2459633.461,320268,598.838,-13.7638,0.002,91857,368.04,-12.4078,0.0044,58088.9,312.587,-11.9102,0.0058,9219.76,218.132,-9.9118,0.0257,-1.356,0.4976,2.496,,9.553996774,11.40754776,13.4059816,,534.8157599,249.5842843,0.002030606,0.004351236,0.070164497,,
2459633.467,311074,595.563,-13.7322,0.0021,91842,375.578,-12.4076,0.0044,57943.3,318.772,-11.9075,0.006,9050.44,241.386,-9.8917,0.029,-1.3246,0.5001,2.5159,,9.585444047,11.41009527,13.4259291,,522.3192173,244.5350899,0.002079188,0.00444108,0.070171549,,
2459635.449,433717,694.975,-14.093,0.0017,89021.4,371.957,-12.3737,0.0045,56583.2,320.145,-11.8817,0.0061,8892.96,253.184,-9.8726,0.0309,-1.7193,0.492,2.5011,,9.190719937,11.40201729,13.4111202,,624.0756862,239.3325035,0.001740174,0.00453762,0.070168499,,
2459635.45,445373,699.336,-14.1218,0.0017,89170,364.475,-12.3755,0.0044,56767,325.595,-11.8852,0.0062,8812.04,241.128,-9.8627,0.0297,-1.7463,0.4903,2.5128,,9.163737204,11.40030706,13.42285577,,636.8512417,244.6532684,0.001705265,0.004438935,0.070161329,,
2459635.452,453305,704.93,-14.141,0.0017,89444.3,372.487,-12.3789,0.0045,57266.2,326.404,-11.8947,0.0062,9055.96,217.858,-9.8923,0.0261,-1.7621,0.4842,2.4866,,9.1479054,11.39413576,13.39654544,,643.0496645,240.1273065,0.001688828,0.004522601,0.070166274,,
2459635.453,455554,710.167,-14.1464,0.0017,89675.4,372.759,-12.3817,0.0045,56573.6,325.298,-11.8815,0.0062,9193.36,229.925,-9.9087,0.0272,-1.7647,0.5002,2.473,,9.145333646,11.41014877,13.38299764,,641.4744701,240.5720586,0.001692975,0.00451424,0.070165836,,
2459635.455,459541,713.312,-14.1558,0.0017,89111,364.429,-12.3748,0.0044,56969.4,308.757,-11.8891,0.0059,8859.08,241.048,-9.8685,0.0295,-1.781,0.4857,2.5063,,9.129017631,11.39572418,13.41635673,,644.235622,244.5222526,0.001685719,0.004441314,0.070161007,,
2459635.456,456907,711.443,-14.1496,0.0017,88902.4,372.345,-12.3723,0.0045,57373.6,326.569,-11.8968,0.0062,8989.28,241.318,-9.8843,0.0291,-1.7773,0.4755,2.488,,9.132714184,11.38550346,13.39797144,,642.22573,238.7635123,0.001690994,0.004548434,0.070167996,,
2459635.459,452280,708.165,-14.1385,0.0017,89232.9,372.241,-12.3763,0.0045,56309.6,311.113,-11.8765,0.006,8885.28,241.161,-9.8717,0.0295,-1.7622,0.4998,2.5046,,9.14779406,11.40985641,13.41463472,,638.664718,239.7180859,0.001700423,0.004530322,0.070167052,,
2459635.46,450670,703.113,-14.1346,0.0017,89017.3,371.875,-12.3737,0.0045,56386.1,324.966,-11.8779,0.0063,8585,240.597,-9.8344,0.0304,-1.7609,0.4958,2.5393,,9.149039421,11.4057559,13.44933529,,640.963828,239.3742521,0.001694323,0.004536829,0.070167325,,
2459635.461,447143,696.798,-14.1261,0.0017,88716.5,371.394,-12.37,0.0045,56862.9,317.033,-11.8871,0.0061,8942.16,229.269,-9.8786,0.0278,-1.7561,0.4829,2.4914,,9.153894909,11.39293849,13.40140491,,641.7110841,238.8743491,0.00169235,0.004546323,0.070167892,,
2459635.462,441982,696.871,-14.1135,0.0017,89064.9,364.366,-12.3743,0.0044,56375.7,316.304,-11.8777,0.0061,8885.48,229.2,-9.8717,0.028,-1.7392,0.4966,2.5026,,9.170755005,11.40653659,13.41256423,,634.2379006,244.4380101,0.001712291,0.004442844,0.070161747,,
2459635.465,432746,694.276,-14.0906,0.0017,88508.4,363.497,-12.3675,0.0045,56582,325.354,-11.8817,0.0062,8501.4,252.409,-9.8237,0.0322,-1.7231,0.4858,2.5438,,9.186878569,11.39576549,13.4537351,,623.305429,243.4914181,0.001742324,0.004460116,0.070163583,,
2459635.466,429739,688.013,-14.083,0.0017,88921.8,364.135,-12.3725,0.0044,56511.6,316.559,-11.8803,0.0061,8780.44,217.174,-9.8588,0.0269,-1.7105,0.4922,2.5137,,9.199508691,11.4021766,13.42372991,,624.6088373,244.2000906,0.001738688,0.004447173,0.070162671,,
2459635.467,424728,688.457,-14.0703,0.0018,88628.6,371.352,-12.3689,0.0045,56000.8,324.504,-11.8705,0.0063,8675.24,240.725,-9.8457,0.0301,-1.7014,0.4984,2.5232,,9.208657491,11.40844914,13.43323098,,616.9274189,238.6646632,0.001760337,0.004550318,0.070169824,,
2459635.468,418490,679.826,-14.0542,0.0018,89312.7,364.671,-12.3773,0.0044,56503.1,316.465,-11.8802,0.0061,8807.56,240.882,-9.8621,0.0297,-1.6769,0.4971,2.5152,,9.233070335,11.40710236,13.42514402,,615.5839877,244.913086,0.001764178,0.004434226,0.070162488,,
2459635.47,414144,676.621,-14.0429,0.0018,88519.7,363.547,-12.3676,0.0045,55887.8,315.452,-11.8683,0.0061,0,0,0,0,-1.6753,0.4993,12.3676,,9.234721399,11.4093073,0,,612.0767756,243.4890124,0.001774287,0.00446016,0.070164386,,
2459635.471,409284,677.19,-14.0301,0.0018,88136.4,363.02,-12.3629,0.0045,56308.8,324.978,-11.8764,0.0063,8814.36,229.1,-9.863,0.0282,-1.6672,0.4865,2.4999,,9.24282635,11.39644759,13.40991131,,604.3857706,242.7866233,0.001796866,0.004473064,0.070165782,,
2459635.472,404089,669.131,-14.0162,0.0018,88366.8,370.961,-12.3657,0.0046,56172.8,324.637,-11.8738,0.0063,8132.88,227.663,-9.7756,0.0304,-1.6505,0.4919,2.5901,,9.25953025,11.40190764,13.50011191,,603.9011793,238.2104857,0.001798307,0.004558993,0.07017135,,
2459635.473,398652,669.251,-14.0015,0.0018,88176.8,363.076,-12.3634,0.0045,56514.2,325.25,-11.8804,0.0062,8996.92,230.394,-9.8852,0.0278,-1.6381,0.483,2.4782,,9.271900967,11.39299187,13.38815119,,595.6688895,242.860448,0.001823161,0.004471704,0.070166374,,
2459635.474,393226,660.945,-13.9866,0.0018,88280.2,363.253,-12.3647,0.0045,55715.9,315.259,-11.8649,0.0061,8940.56,244.222,-9.8784,0.0297,-1.6219,0.4998,2.4863,,9.288052707,11.4097104,13.39624647,,594.9451165,243.026761,0.001825378,0.004468644,0.070166237,,
2459635.475,387333,655.463,-13.9702,0.0018,87996.7,370.461,-12.3612,0.0046,55788.6,315.294,-11.8664,0.0061,8325.52,227.975,-9.801,0.0297,-1.609,0.4948,2.5602,,9.300954716,11.40480231,13.47013754,,590.9303805,237.5329657,0.00183778,0.004571997,0.070173218,,
2459635.477,383423,657.818,-13.9592,0.0019,88136.4,363.02,-12.3629,0.0045,55800.9,315.434,-11.8666,0.0061,8658.16,228.814,-9.8436,0.0287,-1.5963,0.4963,2.5193,,9.313692866,11.40628526,13.42932425,,582.8709461,242.7866233,0.001863191,0.004473064,0.070167512,,
2459635.478,379783,655.067,-13.9488,0.0019,87858,362.636,-12.3595,0.0045,55504.7,323.651,-11.8608,0.0063,8884.24,241.1,-9.8716,0.0295,-1.5893,0.4987,2.4879,,9.32061448,11.40862888,13.39790258,,579.7620701,242.2760013,0.001873182,0.004482491,0.07016838,,
2459635.479,376711,652.697,-13.94,0.0019,87235.7,361.742,-12.3517,0.0045,56115.2,315.852,-11.8727,0.0061,8543.48,240.57,-9.8291,0.0306,-1.5883,0.479,2.5226,,9.321714871,11.38903434,13.43264861,,577.160612,241.1544692,0.001881625,0.004503338,0.070169941,,
2459635.48,370609,643.667,-13.9223,0.0019,87348.7,361.968,-12.3531,0.0045,55947.7,324.291,-11.8695,0.0063,8702.36,228.966,-9.8491,0.0286,-1.5692,0.4836,2.504,,9.34085121,11.39368552,13.4140485,,575.7775371,241.3160832,0.001886145,0.004500322,0.070169868,,
2459635.481,366179,640.196,-13.9092,0.0019,87815,362.577,-12.3589,0.0045,55912,324.367,-11.8688,0.0063,8528.2,240.42,-9.8271,0.0306,-1.5503,0.4901,2.5318,,9.359688178,11.4001592,13.44177832,,571.9795188,242.1968299,0.001898669,0.004483956,0.070169159,,
2459635.482,363481,638.126,-13.9012,0.0019,87106,368.631,-12.3501,0.0046,56536.4,316.638,-11.8808,0.0061,8504,216.383,-9.8241,0.0276,-1.5511,0.4693,2.526,,9.358915892,11.3792998,13.43606205,,569.6069428,236.2959165,0.001906578,0.004595932,0.070176617,,
2459635.484,358616,638.618,-13.8866,0.0019,87418.6,361.96,-12.354,0.0045,55458.2,314.77,-11.8599,0.0062,8625.64,228.743,-9.8395,0.0288,-1.5326,0.4941,2.5145,,9.377435462,11.40409519,13.4245313,,561.5500972,241.514532,0.001933933,0.004496624,0.070170932,,
2459635.485,352579,633.918,-13.8681,0.002,86800.4,376.884,-12.3463,0.0047,55047.4,332.097,-11.8518,0.0065,8726.76,228.853,-9.8521,0.0285,-1.5218,0.4945,2.4942,,9.388163212,11.40446229,13.40417174,,556.1902328,230.3106526,0.001952569,0.00471537,0.070185805,,
2459635.486,349134,622.473,-13.8575,0.0019,86620.6,360.961,-12.3441,0.0045,55781.6,315.403,-11.8662,0.0061,8596.76,228.624,-9.8358,0.0289,-1.5134,0.4779,2.5083,,9.396572609,11.38782555,13.41821596,,560.8821587,239.9721854,0.001936236,0.004525524,0.070172854,,
2459635.487,260130,556.189,-13.538,0.0023,65164,329.789,-12.035,0.0055,41239.3,282.215,-11.5383,0.0074,6021.6,222.865,-9.4493,0.0402,-1.503,0.4967,2.5857,,9.407043235,11.40674113,13.49573958,,467.7007276,197.5930064,0.002321998,0.005496146,0.07025382,,
2459635.488,342656,625.65,-13.8371,0.002,87018.6,361.407,-12.349,0.0045,54830.1,322.651,-11.8475,0.0064,8100.48,230.419,-9.7713,0.0309,-1.4881,0.5015,2.5777,,9.421884378,11.41148263,13.48775334,,547.6800128,240.7772954,0.00198291,0.004510392,0.070173183,,
2459635.49,339450,614.664,-13.8269,0.002,86590.4,368.52,-12.3437,0.0046,55123,314.277,-11.8533,0.0062,8510.28,228.27,-9.8249,0.0291,-1.4832,0.4904,2.5188,,9.426734832,11.40034225,13.42881474,,552.2529382,234.96798,0.00196649,0.004621906,0.070179977,,
2459635.491,334264,614.786,-13.8102,0.002,86836.2,361.295,-12.3468,0.0045,54610.2,304.913,-11.8432,0.0061,8620.12,216.855,-9.8388,0.0273,-1.4634,0.5036,2.508,,9.446528011,11.41356761,13.41796875,,543.7078919,240.3470848,0.001997396,0.004518465,0.070174113,,
2459635.492,333548,614.182,-13.8079,0.002,86499.2,361.364,-12.3425,0.0045,55163.4,323.211,-11.8541,0.0064,8665.44,240.646,-9.8445,0.0302,-1.4654,0.4884,2.498,,9.444634375,11.39840266,13.40805368,,543.0768079,239.3686145,0.001999717,0.004536936,0.070175371,,
2459635.493,330547,611.673,-13.7981,0.002,86921.4,353.954,-12.3478,0.0044,55106.5,323.035,-11.853,0.0064,8685.32,228.873,-9.847,0.0286,-1.4503,0.4948,2.5008,,9.459733732,11.40480971,13.41085222,,540.3982193,245.5725885,0.002009629,0.004422318,0.070168337,,
2459635.495,329213,610.622,-13.7937,0.002,86455.2,353.875,-12.342,0.0044,54808.9,313.777,-11.8471,0.0062,8315.68,216.049,-9.7997,0.0282,-1.4517,0.4949,2.5423,,9.458285359,11.40485008,13.45223338,,539.1436928,244.3099965,0.002014305,0.004445172,0.070169915,,
2459635.496,326295,603.887,-13.784,0.002,86959.6,369.136,-12.3483,0.0046,54566.2,314.087,-11.8423,0.0062,8109.24,251.631,-9.7725,0.0337,-1.4357,0.506,2.5758,,9.474267786,11.41598456,13.48584345,,540.3245972,235.5760479,0.002009903,0.004609976,0.070180422,,
2459635.497,324292,606.58,-13.7773,0.002,87314.4,369.578,-12.3527,0.0046,55279.7,323.347,-11.8564,0.0064,8421.12,228.129,-9.8134,0.0294,-1.4246,0.4963,2.5393,,9.485374097,11.40630049,13.44929004,,534.6236276,236.2543225,0.002031336,0.004596741,0.070180171,,
2459635.498,322524,608.573,-13.7714,0.002,86607.9,368.582,-12.3439,0.0046,54999,314.04,-11.8509,0.0062,8472.28,228.186,-9.82,0.0292,-1.4275,0.493,2.5239,,9.482488677,11.40300679,13.43389302,,529.9676456,234.9759348,0.002049182,0.00462175,0.070182332,,
2459635.499,317783,601.149,-13.7553,0.0021,86345.8,368.304,-12.3406,0.0046,54984.1,322.934,-11.8506,0.0064,8718,240.873,-9.851,0.03,-1.4147,0.49,2.4896,,9.495276392,11.40001024,13.39956088,,528.6260145,234.4416569,0.002054382,0.004632283,0.070183178,,
2459635.501,314830,603.363,-13.7452,0.0021,86138.5,367.907,-12.338,0.0046,54604.4,313.451,-11.8431,0.0062,7984.8,239.287,-9.7557,0.0325,-1.4072,0.4949,2.5823,,9.502802988,11.40492416,13.49233316,,521.7920224,234.1311799,0.002081289,0.004638425,0.070184377,,
2459635.502,312564,601.529,-13.7373,0.0021,85920.7,352.569,-12.3352,0.0045,54142,312.713,-11.8338,0.0063,8420.88,228.184,-9.8134,0.0294,-1.4021,0.5014,2.5218,,9.507897126,11.41140878,13.43185082,,519.6158456,243.6989639,0.002090006,0.004456318,0.070172836,,
2459635.507,305011,595.194,-13.7108,0.0021,86083.8,360.252,-12.3373,0.0045,54565.2,322.24,-11.8423,0.0064,8476.36,228.25,-9.8205,0.0292,-1.3735,0.495,2.5168,,9.536514819,11.4050142,13.42678009,,512.4564428,238.9543986,0.002119205,0.0045448,0.070179386,,
2459635.509,302452,588.324,-13.7016,0.0021,86122,368,-12.3378,0.0046,54437.9,313.185,-11.8398,0.0062,8694.2,228.948,-9.8481,0.0286,-1.3638,0.498,2.4897,,9.546144115,11.40803186,13.3997112,,514.0908751,234.0271739,0.002112467,0.004640487,0.070185445,,
2459635.51,301330,582.907,-13.6976,0.0021,86078.8,360.105,-12.3372,0.0045,54339.6,312.988,-11.8378,0.0063,8120.88,215.753,-9.774,0.0288,-1.3604,0.4994,2.5632,,9.549634581,11.40944942,13.47323278,,516.9435262,239.0380583,0.00210081,0.00454321,0.07017873,,
2459635.511,297401,584.014,-13.6834,0.0021,86091.4,360.157,-12.3374,0.0045,54984.8,316.192,-11.8506,0.0062,8331.68,227.989,-9.8018,0.0297,-1.346,0.4868,2.5356,,9.564043364,11.3967928,13.44556797,,509.23608,239.0385304,0.002132606,0.004543201,0.070179689,,
2459635.513,296466,583.171,-13.6799,0.0021,85460.3,359.386,-12.3294,0.0046,54226.1,321.669,-11.8355,0.0064,8513.36,240.627,-9.8253,0.0307,-1.3505,0.4939,2.5041,,9.559473798,11.40389011,13.41415854,,508.3689004,237.7952953,0.002136244,0.004566953,0.070181341,,
2459635.514,292277,579.568,-13.6645,0.0022,85322.4,359.123,-12.3277,0.0046,54015.9,312.511,-11.8313,0.0063,8158.52,239.59,-9.779,0.0319,-1.3368,0.4964,2.5487,,9.573171055,11.40635362,13.4586292,,504.3014797,237.5854512,0.002153474,0.004570987,0.07018213,,
2459635.515,291171,578.613,-13.6604,0.0022,85145.8,358.807,-12.3254,0.0046,54147.9,314.865,-11.834,0.0063,8361.32,216.053,-9.8057,0.0281,-1.335,0.4914,2.5197,,9.575037781,11.40145403,13.42972096,,503.2223611,237.3025052,0.002158092,0.004576437,0.070182627,,
2459635.516,288866,581.498,-13.6517,0.0022,85551,352.595,-12.3306,0.0045,53559.4,320.631,-11.8221,0.0065,8174.12,240.65,-9.7811,0.032,-1.3211,0.5085,2.5495,,9.588821657,11.41847347,13.4594602,,496.7618117,242.632482,0.002186158,0.004475905,0.070177012,,
2459635.517,287014,581.974,-13.6448,0.0022,85222,366.775,-12.3264,0.0047,53639,311.867,-11.8237,0.0063,8400.12,228.139,-9.8107,0.0295,-1.3184,0.5027,2.5157,,9.591621602,11.41267762,13.42566558,,493.1732345,232.354986,0.002202066,0.004673883,0.070190414,,
2459635.518,285061,578.242,-13.6373,0.0022,84581.7,350.664,-12.3182,0.0045,53975,312.486,-11.8305,0.0063,7746.96,238.73,-9.7228,0.0335,-1.3191,0.4877,2.5954,,9.590846514,11.3977094,13.50536274,,492.9787183,241.2044008,0.002202935,0.004502405,0.070179232,,
2459635.519,284931,573.24,-13.6369,0.0022,85260.8,359.002,-12.3269,0.0046,53539.4,311.667,-11.8217,0.0063,8290.44,227.843,-9.7964,0.0298,-1.31,0.5052,2.5305,,9.600024253,11.41518976,13.44042956,,497.0535901,237.4939415,0.002184875,0.004572748,0.070183215,,
2459635.52,281528,575.129,-13.6238,0.0022,84065,357.439,-12.3115,0.0046,53209.9,320.264,-11.815,0.0065,8345.68,239.981,-9.8037,0.0312,-1.3123,0.4965,2.5078,,9.597734056,11.40655694,13.41788372,,489.5040939,235.186983,0.002218572,0.004617602,0.070187209,,
2459635.522,277543,566.759,-13.6083,0.0022,83743.5,364.754,-12.3074,0.0047,53046.3,329.022,-11.8116,0.0067,8111.6,239.611,-9.7728,0.0321,-1.3009,0.4958,2.5346,,9.609052074,11.40574003,13.44461145,,489.7019721,229.5889833,0.002217675,0.004730192,0.070194678,,
2459635.523,276709,561.311,-13.6051,0.0022,83218,356.111,-12.3005,0.0046,53002.4,310.844,-11.8107,0.0064,7697.28,238.745,-9.7158,0.0337,-1.3046,0.4898,2.5847,,9.605484973,11.39980435,13.49469997,,492.9691383,233.6855643,0.002202978,0.00464727,0.070188676,,
2459635.524,273144,567.868,-13.591,0.0023,83580.6,364.453,-12.3053,0.0047,52857.9,310.572,-11.8078,0.0064,8189.72,236.699,-9.7832,0.0314,-1.2857,0.4975,2.5221,,9.624284549,11.40748895,13.43209108,,480.9991054,229.3316285,0.0022578,0.0047355,0.070196315,,
2459635.548,272237,567.044,-13.5874,0.0023,82540.7,355.336,-12.2917,0.0047,52480.3,301.511,-11.8,0.0062,8300.4,216.169,-9.7977,0.0283,-1.2957,0.4917,2.494,,9.614302493,11.4016796,13.40392281,,480.0985461,232.2891573,0.002262036,0.004675207,0.07019241,,
2459635.55,275820,560.519,-13.6016,0.0022,82889.2,355.719,-12.2962,0.0047,52819,310.549,-11.807,0.0064,8265.48,227.788,-9.7932,0.0299,-1.3054,0.4892,2.503,,9.604680485,11.39926943,13.41307467,,492.0796619,233.0187592,0.00220696,0.004660569,0.070189683,,
2459635.551,276493,570.76,-13.6042,0.0022,83342.1,356.285,-12.3022,0.0046,53089.3,310.944,-11.8125,0.0064,8752.8,228.855,-9.8554,0.0284,-1.302,0.4897,2.4468,,9.607950747,11.3996436,13.35679359,,484.4295326,233.9197553,0.002241812,0.004642618,0.070189598,,
2459635.552,282425,571.005,-13.6273,0.0022,83110.7,356.031,-12.2991,0.0047,52748.7,319.365,-11.8055,0.0066,8148,239.568,-9.7776,0.0319,-1.3282,0.4936,2.5215,,9.581884507,11.40361295,13.4315148,,494.6103799,233.4366951,0.002195668,0.004652225,0.070188775,,
2459635.553,282224,570.895,-13.6265,0.0022,82505.8,363.014,-12.2912,0.0048,52463.3,309.976,-11.7996,0.0064,7917.16,227.133,-9.7464,0.0311,-1.3353,0.4916,2.5448,,9.574726342,11.40157219,13.45478764,,494.3536027,227.2799396,0.002196808,0.004778248,0.070197276,,
2459635.554,285241,578.397,-13.638,0.0022,83165,363.843,-12.2999,0.0047,52820.8,327.933,-11.807,0.0067,8156.2,227.659,-9.7787,0.0303,-1.3381,0.4929,2.5212,,9.571821604,11.40283904,13.43113181,,493.1578138,228.5738629,0.002202135,0.004751199,0.070195607,,
2459635.555,288994,576.772,-13.6522,0.0022,82559.8,363.128,-12.2919,0.0048,51709.8,308.758,-11.7839,0.0065,8025.08,239.431,-9.7611,0.0324,-1.3603,0.508,2.5308,,9.549699515,11.41798944,13.44079815,,501.0541427,227.3572955,0.00216743,0.004776623,0.070196253,,
2459635.556,295537,587.23,-13.6765,0.0022,82268.7,362.687,-12.2881,0.0048,52163,309.491,-11.7934,0.0064,8062.96,227.398,-9.7662,0.0306,-1.3884,0.4947,2.5219,,9.521556936,11.40468019,13.43185032,,503.2729935,226.8311244,0.002157875,0.004787703,0.070196713,,
2459635.558,297559,588.901,-13.6839,0.0021,81725.2,361.977,-12.2809,0.0048,51610.8,317.578,-11.7819,0.0067,8218.44,227.685,-9.787,0.0301,-1.403,0.499,2.4939,,9.506957254,11.4090385,13.40391651,,505.2784763,225.7745658,0.00214931,0.004810108,0.070197982,,
2459635.559,306118,591.43,-13.7147,0.0021,82121.8,362.524,-12.2861,0.0048,52193.4,318.494,-11.794,0.0066,8207.24,227.715,-9.7855,0.0301,-1.4286,0.4921,2.5006,,9.481423982,11.40210718,13.41065332,,517.589571,226.5278988,0.002098188,0.004794111,0.070195341,,
2459635.56,310653,599.963,-13.7307,0.0021,81662,353.955,-12.2801,0.0047,51522.1,317.573,-11.78,0.0067,8091.08,239.45,-9.77,0.0321,-1.4506,0.5001,2.5101,,9.45936115,11.41006614,13.42003379,,517.7869302,230.7129437,0.002097388,0.004707148,0.070189431,,
2459635.561,318996,597.794,-13.7595,0.002,82463.4,355.192,-12.2907,0.0047,51143.3,307.799,-11.772,0.0065,7818.72,238.999,-9.7328,0.0332,-1.4688,0.5187,2.5579,,9.441189999,11.42868122,13.46781394,,533.62195,232.1657019,0.002035149,0.004677694,0.07018563,,
2459635.562,326761,613.263,-13.7856,0.002,81523.4,353.902,-12.2782,0.0047,51679.9,308.792,-11.7833,0.0065,7986.36,227.23,-9.7559,0.0309,-1.5074,0.4949,2.5223,,9.402630169,11.40490155,13.4323335,,532.823601,230.3558612,0.002038198,0.004714445,0.070188177,,
2459635.563,339365,618.921,-13.8267,0.002,82049.5,362.346,-12.2852,0.0048,52058.7,318.372,-11.7912,0.0066,7682.24,226.727,-9.7137,0.032,-1.5415,0.494,2.5715,,9.368522223,11.40395655,13.48147017,,548.3171519,226.4396461,0.001980606,0.00479598,0.070192052,,
2459635.565,344498,632.249,-13.843,0.002,81569.4,346.311,-12.2788,0.0046,51559.8,308.679,-11.7808,0.0065,7837.8,251.155,-9.7355,0.0348,-1.5642,0.498,2.5433,,9.345851407,11.40804011,13.45333273,,544.8770975,235.5379991,0.00199311,0.004610721,0.070179992,,
2459635.566,355981,636.596,-13.8786,0.0019,80617.4,352.476,-12.2661,0.0047,51290,317.253,-11.7751,0.0067,7714.16,250.781,-9.7182,0.0353,-1.6125,0.491,2.5479,,9.297504922,11.40099022,13.45785036,,559.1945284,228.7174162,0.001942079,0.004748217,0.070187729,,
2459635.567,369237,638.469,-13.9183,0.0019,80925,352.912,-12.2702,0.0047,51555.5,308.549,-11.7807,0.0065,7589.04,226.466,-9.7005,0.0324,-1.6481,0.4895,2.5697,,9.261943736,11.39951926,13.47973967,,578.3162534,229.306456,0.001877865,0.00473602,0.070185157,,
2459635.568,379707,659.482,-13.9486,0.0019,81172,361.172,-12.2735,0.0048,51319.2,308.125,-11.7757,0.0065,8254.28,227.708,-9.7917,0.03,-1.6751,0.4978,2.4818,,9.234894108,11.40781592,13.39181762,,575.7655251,224.7461043,0.001886184,0.004832119,0.07019193,,
2459635.569,392098,660.11,-13.9835,0.0018,82023.4,346.934,-12.2848,0.0046,51340.7,299.541,-11.7762,0.0063,8198.4,239.733,-9.7843,0.0317,-1.6987,0.5086,2.5005,,9.211357851,11.41868995,13.41052166,,593.9888806,236.4236425,0.001828317,0.004593449,0.070174372,,
2459635.57,397693,668.62,-13.9989,0.0018,80979.5,354.925,-12.2709,0.0048,50966.4,307.675,-11.7682,0.0066,7821.2,226.811,-9.7332,0.0315,-1.728,0.5027,2.5377,,9.18206786,11.41272783,13.44775425,,594.7967455,228.1594703,0.001825834,0.004759829,0.070185395,,
2459635.571,407496,675.826,-14.0253,0.0018,81421.2,369.592,-12.2768,0.0049,50618.9,316.058,-11.7608,0.0068,7596.68,226.371,-9.7016,0.0324,-1.7485,0.516,2.5752,,9.161535372,11.42606199,13.48528417,,602.9599335,220.3002229,0.001801115,0.004929636,0.070196477,,
2459635.573,410963,678.365,-14.0345,0.0018,81456.8,361.606,-12.2773,0.0048,51035.3,307.623,-11.7697,0.0065,7827.64,226.825,-9.7341,0.0315,-1.7572,0.5076,2.5432,,9.152811555,11.41764168,13.45324125,,605.8139792,225.2639613,0.001792629,0.004821011,0.070188715,,
2459635.574,412304,675.223,-14.038,0.0018,80916.2,352.971,-12.2701,0.0047,51344,317.113,-11.7762,0.0067,7819.48,226.862,-9.7329,0.0315,-1.7679,0.4939,2.5372,,9.142044828,11.40386445,13.44714401,,610.6190103,229.2431956,0.001778523,0.004737327,0.070182657,,
2459635.575,415331,686.052,-14.046,0.0018,81154,353.415,-12.2733,0.0047,51245.8,317.048,-11.7741,0.0067,8242.08,236.81,-9.7901,0.0312,-1.7727,0.4992,2.4832,,9.137288957,11.40912913,13.39318276,,605.3928857,229.6280577,0.001793876,0.004729387,0.070182513,,
2459635.576,415374,681.609,-14.0461,0.0018,80823.7,345.297,-12.2688,0.0046,51717.2,308.811,-11.7841,0.0065,7839.2,227.017,-9.7357,0.0314,-1.7773,0.4847,2.5331,,9.132748548,11.39475931,13.44316746,,609.4021646,234.0700904,0.001782074,0.004639636,0.070176221,,
2459635.577,416378,678.27,-14.0487,0.0018,80867.2,360.711,-12.2694,0.0048,51320.2,308.209,-11.7757,0.0065,7618.72,238.641,-9.7047,0.034,-1.7793,0.4937,2.5647,,9.130711578,11.40371016,13.47472598,,613.8823772,224.1883391,0.001769069,0.004844141,0.070189709,,
2459635.579,409711,673.375,-14.0312,0.0018,79361.6,350.69,-12.249,0.0048,50588.9,307.061,-11.7601,0.0066,8162.56,239.658,-9.7796,0.0319,-1.7822,0.4889,2.4694,,9.127831977,11.39888795,13.37946007,,608.4440319,226.3012917,0.001784881,0.004798912,0.070187003,,
2459635.58,409847,677.584,-14.0316,0.0018,80506.2,360.249,-12.2646,0.0049,50680.6,307.046,-11.7621,0.0066,7413.64,238.331,-9.6751,0.0349,-1.767,0.5025,2.5895,,9.143018918,11.41246895,13.49949459,,604.865227,223.473764,0.001795441,0.004859631,0.07019145,,
2459635.581,408498,676.609,-14.028,0.0018,80881.1,352.921,-12.2696,0.0047,51726.6,317.76,-11.7843,0.0067,7896.72,239.043,-9.7436,0.0329,-1.7584,0.4853,2.526,,9.151642786,11.39533279,13.43600077,,603.7430776,229.1762179,0.001798778,0.004738712,0.070183267,,
2459635.582,404830,678.332,-14.0182,0.0018,80729.5,360.52,-12.2676,0.0048,51171.2,307.967,-11.7726,0.0065,8027.16,239.376,-9.7614,0.0324,-1.7506,0.495,2.5062,,9.159398935,11.40501665,13.41617586,,596.8021559,223.9251637,0.001819699,0.004849835,0.070191397,,
2459635.583,397948,664.855,-13.9996,0.0018,80129.9,359.727,-12.2595,0.0049,50636,307.097,-11.7611,0.0066,7874.88,226.929,-9.7406,0.0313,-1.7401,0.4984,2.5189,,9.169920686,11.40833802,13.42887664,,598.5485557,222.7519758,0.001814389,0.004875378,0.070193029,,
