Julian Date,Target Intensity,Target Intensity Uncertainty,Target magnitude,target magnitude uncertainty,Reference Intensity,Reference Intensity Uncertainty,Reference magnitude,Reference magnitude uncertainty,Check1 Intensity,Check1 Intensity Uncertainty,Check1 magnitude,Check1 magnitude uncertainty,Check2 Intensity,Check2 Intensity Uncertainty,Check2 magnitude,Check2 magnitude uncertainty,Relative Target Mag,Relative Check1 Mag,Relative Check2 Mag,,rel V mag,B-V,ref mag real,real target mag B,real ch1 mag,real ch2 mag,real targ mag V,B-v real,B-Verror,SNR(Target),SNR(ref),Error on flux(target),error on flux(ref),error on ref (SIMBAD),Error on target mag B,,error on target mag V
2459633.392,206714,495.074,-13.2884,0.0026,38960.5,269.067,-11.4766,0.0075,31382,254.557,-11.2417,0.0088,3559.96,204.748,-8.8786,0.0624,-1.8118,0.2349,2.598,,-1.4236,-0.3882,,10.01813658,12.06485976,14.42794851,9.343408114,0.674728463,0.14793473,417.54162,144.7985074,0.002600938,0.007500077,,0.130242144,,0.070154603
2459633.397,248072,540.064,-13.4864,0.0024,38850.3,277.871,-11.4735,0.0078,31908,274.919,-11.2597,0.0094,3491.44,217.114,-8.8575,0.0675,-2.0129,0.2138,2.616,,-1.5665,-0.4464,,9.817041572,12.04373698,14.44597448,9.136066048,0.680975524,0.147950571,459.3381525,139.8141584,0.002364271,0.007767454,,0.130253304,,0.070167287
2459633.403,284659,572.98,-13.6358,0.0022,38648.5,286.828,-11.4678,0.0081,32255.7,265.698,-11.2715,0.0089,3511.32,217.102,-8.8637,0.0671,-2.168,0.1963,2.6041,,-14.1255,11.9575,,9.662019309,12.02631543,14.43415558,9.151336407,0.510682902,0.147958377,496.804426,134.7445159,0.002185971,0.008059697,,0.130267944,,0.070156569
2459633.408,286803,570.232,-13.644,0.0022,39011.9,269.235,-11.478,0.0075,31912,265.092,-11.2599,0.009,0,0,0,0,-2.166,0.2181,11.478,,-1.7739,-0.3921,,9.664033531,12.0481077,0,9.189283146,0.474750385,0.147929191,502.958445,144.8990659,0.002159224,0.007494872,,0.130233772,,0.070158464
2459633.414,277101,561.641,-13.6066,0.0022,38943.8,278.119,-11.4761,0.0078,31784.2,264.851,-11.2555,0.009,3800.44,204.284,-8.9496,0.0584,-2.1305,0.2206,2.5265,,-1.7587,-0.3718,,9.699500583,12.0505676,14.35651111,9.251738893,0.44776169,0.147943378,493.3774422,140.0256725,0.002201155,0.007755721,,0.130249746,,0.070158725
2459633.419,260501,542.125,-13.5395,0.0023,39336.6,269.729,-11.487,0.0074,31248.3,254.294,-11.2371,0.0088,3552.92,192.377,-8.8765,0.0588,-2.0525,0.2499,2.6105,,-1.7208,-0.3317,,9.777468562,12.07992606,14.44052848,9.315340916,0.462127646,0.147926902,480.5183306,145.8374887,0.002260059,0.007446645,,0.130232716,,0.070155598
2459633.43,225263,513.401,-13.3817,0.0025,38666.3,277.499,-11.4683,0.0078,31392.8,273.934,-11.2421,0.0095,3442.52,204.461,-8.8422,0.0645,-1.9134,0.2262,2.6261,,-1.5946,-0.3188,,9.916606881,12.05625641,14.45614036,9.36963809,0.546968792,0.147954257,438.7661886,139.3385201,0.002475122,0.007793968,,0.130256947,,0.070168297
2459633.436,213115,506.692,-13.3215,0.0026,39009.3,287.456,-11.4779,0.008,31678.8,264.568,-11.2519,0.0091,3648.92,204.911,-8.9054,0.061,-1.8436,0.226,2.5725,,-1.5404,-0.3032,,9.986385347,12.05599859,14.40250954,9.416924509,0.569460838,0.147964687,420.6006805,135.7052905,0.002582022,0.008002636,,0.130271674,,0.070162951
2459633.442,202248,490.52,-13.2647,0.0026,38619.2,277.414,-11.467,0.0078,32243.4,265.758,-11.2711,0.0089,3448.44,191.954,-8.8441,0.0604,-1.7977,0.1959,2.6229,,-1.493,-0.3047,,10.03229759,12.02590611,14.4529515,9.453526883,0.578770711,0.14795518,412.3134633,139.2114313,0.002633918,0.007801084,,0.130260487,,0.070163671
2459633.447,193275,481.263,-13.2154,0.0027,38639.1,277.53,-11.4676,0.0078,31539.5,265.163,-11.2471,0.0091,3774.76,205.434,-8.9422,0.0591,-1.7478,0.2205,2.5254,,-1.4565,-0.2913,,10.0821283,12.05043049,14.35534414,9.496680542,0.585447758,0.147956799,401.5995412,139.2249487,0.002704186,0.007800326,,0.130261881,,0.070164497
2459633.453,185731,473.385,-13.1722,0.0028,38501.2,277.242,-11.4637,0.0078,30855.9,263.05,-11.2233,0.0093,3228.96,191.432,-8.7727,0.0644,-1.7085,0.2404,2.691,,-1.4133,-0.2952,,10.12147467,12.07034012,14.521029,9.521691816,0.599782856,0.147962369,392.3466101,138.8721767,0.002767961,0.007820141,,0.130264409,,0.070171549
2459633.458,179492,466.288,-13.1351,0.0028,38405.6,268.034,-11.461,0.0076,31736.5,264.803,-11.2539,0.0091,3258.44,203.956,-8.7825,0.068,-1.6741,0.2071,2.6785,,-1.3883,-0.2858,,10.15587364,12.03708881,14.50846206,9.553996774,0.60187687,0.147949391,384.938064,143.2862995,0.002821233,0.007579231,,0.130251311,,0.070168499
2459633.464,173603,460.42,-13.0989,0.0029,38110.6,276.496,-11.4526,0.0079,31551.3,264.327,-11.2475,0.0091,3699.84,192.708,-8.9205,0.0565,-1.6463,0.2051,2.5321,,-1.356,-0.2903,,10.1837214,12.03507132,14.36215711,9.585444047,0.598277354,0.147962789,377.0535598,137.834182,0.002880227,0.007879033,,0.130270391,,0.070161329
2459633.469,168039,460.039,-13.0635,0.003,38671,269.205,-11.4685,0.0076,31381.3,264.089,-11.2417,0.0091,0,0,0,0,-1.595,0.2268,11.4685,,-1.3246,-0.2704,,10.23493829,12.05678618,0,9.190719937,1.044218349,0.147950331,365.2712053,143.6488921,0.002973133,0.0075601,,0.130253578,,0.070166274
2459635.45,268758,558.932,-13.5734,0.0023,38189,267.63,-11.4548,0.0076,31050.4,254.019,-11.2302,0.0089,3546.04,204.822,-8.8744,0.0627,-2.1186,0.2246,2.5804,,-1.7193,-0.3993,,9.711442214,12.05467772,14.41048664,9.163737204,0.54770501,0.147940085,480.8420345,142.6932706,0.002258538,0.00761073,,0.130242175,,0.070165836
2459635.451,273419,558.373,-13.5921,0.0022,38051.4,278.699,-11.4509,0.008,31245.8,263.832,-11.237,0.0092,3583.16,204.859,-8.8857,0.0621,-2.1412,0.2139,2.5652,,-1.7463,-0.3949,,9.688854874,12.04394748,14.3952611,9.1479054,0.540949473,0.147955244,489.6708831,136.5322445,0.002217816,0.007954165,,0.130261995,,0.070161007
2459635.452,278939,563.334,-13.6138,0.0022,37526.2,277.756,-11.4358,0.008,31284.8,263.864,-11.2383,0.0092,3483.84,217.097,-8.8551,0.0677,-2.178,0.1975,2.5807,,-1.7621,-0.4159,,9.652063373,12.02750301,14.41069097,9.145333646,0.506729728,0.147962734,495.1574022,135.1049122,0.002193242,0.008038198,,0.130266738,,0.070167996
2459635.453,279811,565.184,-13.6172,0.0022,37931.7,267.148,-11.4475,0.0076,30974.8,263.276,-11.2275,0.0092,3278.56,191.562,-8.7892,0.0634,-2.1697,0.22,2.6583,,-1.7647,-0.405,,9.660343809,12.04998449,14.48829793,0,9.660343809,0.147941635,495.0794785,141.9875874,0.002193587,0.007648556,,0.130243281,,0.070167052
2459635.455,140556,422.961,-12.8696,0.0033,18889.3,239.272,-10.6905,0.0138,15340.7,219.905,-10.4646,0.0156,1675.36,187.382,-8.0603,0.1214,-2.1791,0.2259,2.6302,,12.3777,-14.5568,,9.650916187,12.05592672,14.4602693,9.129017631,0.521898556,0.148402738,332.3143269,78.94488281,0.00326799,0.013756433,,0.130766659,,0.070167325
2459635.456,281177,569.956,-13.6224,0.0022,37667.4,275.694,-11.4399,0.0079,31488.7,254.843,-11.2454,0.0088,3370.64,204.339,-8.8193,0.0658,-2.1825,0.1945,2.6206,,-1.781,-0.4015,,9.647464628,12.02452728,14.45063318,9.132714184,0.514750444,0.147957966,493.3310642,136.6275653,0.002201361,0.007948616,,0.130261378,,0.070167892
2459635.457,280238,564.426,-13.6188,0.0022,37509,275.527,-11.4353,0.008,30998.6,273.168,-11.2284,0.0096,3698.36,217.765,-8.92,0.0639,-2.1835,0.2069,2.5153,,-1.7773,-0.4062,,9.646521153,12.03698351,14.34531576,9.14779406,0.498727093,0.147956389,496.5008699,136.1354786,0.002187307,0.007977347,,0.130262897,,0.070161747
2459635.458,278035,562.531,-13.6102,0.0022,37753.7,275.81,-11.4424,0.0079,30935.4,253.716,-11.2261,0.0089,3863.88,196.104,-8.9676,0.0551,-2.1678,0.2163,2.4748,,-14.1458,11.978,,9.662150127,12.04625946,14.30483973,9.149039421,0.513110706,0.147955065,494.2572054,136.8829992,0.002197237,0.007933783,,0.130260404,,0.070163583
2459635.459,274492,554.896,-13.5963,0.0022,37399.7,266.151,-11.4322,0.0077,30805.3,263.038,-11.2216,0.0093,3801.52,217.769,-8.9499,0.0622,-2.1641,0.2106,2.4823,,-1.7622,-0.4019,,9.665846067,12.04060669,14.3122771,9.153894909,0.511951158,0.147943734,494.6728756,140.5206067,0.00219539,0.007728404,,0.130248025,,0.070162671
2459635.46,272733,562.499,-13.5893,0.0022,37603,275.577,-11.4381,0.008,30707.4,253.267,-11.2181,0.009,3152.44,203.914,-8.7466,0.0702,-2.1512,0.22,2.6915,,-1.7609,-0.3903,,9.678712013,12.04994862,14.52143916,9.170755005,0.507957008,0.147960009,484.8595286,136.451881,0.002239824,0.00795885,,0.130262658,,0.070169824
2459635.462,270148,560.13,-13.579,0.0023,37817.3,258.195,-11.4442,0.0074,31192.6,254.185,-11.2351,0.0088,3691.88,205.016,-8.9181,0.0603,-2.1348,0.2091,2.5261,,-1.7561,-0.3787,,9.695221905,12.03909736,14.35610736,0,9.695221905,0.147928433,482.2951815,146.4679796,0.002251733,0.00741459,,0.130230743,,0.070162488
2459635.463,267050,557.402,-13.5665,0.0023,37917.6,285.639,-11.4471,0.0082,30792.4,263.014,-11.2211,0.0093,3582.68,192.304,-8.8855,0.0583,-2.1194,0.226,2.5616,,-1.7392,-0.3802,,9.710620646,12.05599325,14.39158205,9.186878569,0.523742077,0.147969957,479.097671,132.7465787,0.002266761,0.008181002,,0.130276886,,0.070164386
2459635.464,262512,548.56,-13.5479,0.0023,37660.2,275.721,-11.4397,0.0079,31032.1,253.907,-11.2295,0.0089,3603.4,217.546,-8.8918,0.0655,-2.1082,0.2102,2.5479,,12.3671,-14.4753,,9.721833653,12.04017864,14.37792537,9.199508691,0.522324962,0.147958116,478.5474697,136.5880727,0.002269367,0.007950914,,0.130262685,,0.070165782
2459635.465,260357,546.552,-13.5389,0.0023,37095.9,274.695,-11.4233,0.008,31363.6,254.483,-11.2411,0.0088,3668.8,204.959,-8.9113,0.0607,-2.1156,0.1822,2.512,,-1.7231,-0.3925,,9.714391634,12.01225001,14.34200469,9.208657491,0.505734142,0.147965829,476.3627249,135.0439578,0.002279775,0.008041826,,0.130268447,,0.07017135
2459635.466,257403,543.822,-13.5265,0.0023,37791.7,285.331,-11.4435,0.0082,30948.5,263.184,-11.2266,0.0092,3831.52,205.356,-8.9584,0.0582,-2.083,0.2169,2.4851,,-1.7105,-0.3725,,9.74695706,12.04689206,14.31506333,9.233070335,0.513886726,0.147972344,473.3221532,132.4486298,0.00229442,0.008199405,,0.130278527,,0.070166374
2459635.468,253154,544.372,-13.5085,0.0023,37654.3,273.414,-11.4395,0.0079,31507.6,258.656,-11.246,0.0089,3259.48,204.067,-8.7829,0.068,-2.069,0.1935,2.6566,,-1.7014,-0.3676,,9.761074461,12.02349814,14.48666564,9.234721399,0.526353062,0.147955863,465.0386133,137.7189902,0.00233529,0.007885623,,0.130259881,,0.070166237
2459635.469,248966,535.989,-13.4904,0.0023,37480,284.828,-11.4345,0.0083,31033,263.471,-11.2296,0.0092,3507.6,192.058,-8.8625,0.0594,-2.0559,0.2049,2.572,,-1.6769,-0.379,,9.774148851,12.03493955,14.4019738,9.24282635,0.531322501,0.147979252,464.4983386,131.5881866,0.002338006,0.00825302,,0.130282687,,0.070173218
2459635.47,246268,533.549,-13.4785,0.0024,38002.7,276.301,-11.4495,0.0079,30980.4,263.329,-11.2277,0.0092,3268.96,191.587,-8.786,0.0636,-2.029,0.2218,2.6635,,-1.6753,-0.3537,,9.801016175,12.05181858,14.49351212,9.25953025,0.541485925,0.147957291,461.5658543,137.5409427,0.00235286,0.007895831,,0.130260816,,0.070167512
2459635.471,241721,529.228,-13.4583,0.0024,37397.1,275.283,-11.4321,0.008,30878.6,253.566,-11.2241,0.0089,3436.88,197.058,-8.8404,0.0623,-2.0262,0.208,2.5917,,-1.6672,-0.359,,9.803808858,12.03795081,14.42168389,9.271900967,0.531907892,0.147963378,456.7426516,135.8496529,0.002377707,0.007994132,,0.130267262,,0.07016838
2459635.472,238294,530.957,-13.4428,0.0024,37575.4,266.372,-11.4373,0.0077,30874,272.893,-11.224,0.0096,3588.52,204.818,-8.8873,0.062,-2.0055,0.2133,2.55,,-1.6505,-0.355,,9.824476263,12.04327678,14.3799706,9.288052707,0.536423556,0.14794913,448.8009387,141.0636253,0.002419781,0.007698654,,0.130250238,,0.070169941
2459635.474,233728,516.899,-13.4218,0.0024,37476.4,275.307,-11.4344,0.008,30698.7,262.709,-11.2178,0.0093,3983.28,205.779,-9.0006,0.0561,-1.9874,0.2166,2.4338,,-1.6381,-0.3493,,9.842617807,12.0465947,14.26379257,9.300954716,0.541663092,0.147963596,452.173442,136.1258522,0.002401733,0.007977911,,0.130266709,,0.070169868
2459635.475,230197,518.205,-13.4052,0.0024,37090.4,274.645,-11.4232,0.008,30169.1,261.699,-11.1989,0.0094,3424.32,191.942,-8.8364,0.0609,-1.982,0.2243,2.5868,,-1.6219,-0.3601,,9.847904644,12.05424791,14.41671794,9.313692866,0.534211777,0.147967409,444.2199516,135.0485172,0.002444735,0.008041554,,0.130271422,,0.070169159
2459635.476,226365,510.84,-13.387,0.0025,37779.8,275.897,-11.4431,0.0079,30252,253.086,-11.2019,0.0091,4045.68,218.503,-9.0175,0.0586,-1.9439,0.2412,2.4256,,-1.609,-0.3349,,9.886125941,12.07126391,14.25567031,9.32061448,0.565511461,0.147965069,443.1230914,136.9344357,0.002450786,0.007930803,,0.130264746,,0.070176617
2459635.477,223618,517.001,-13.3738,0.0025,37152.4,265.65,-11.425,0.0078,30730.6,262.854,-11.2189,0.0093,3636.64,217.564,-8.9018,0.065,-1.9488,0.2061,2.5232,,-1.5963,-0.3525,,9.881200287,12.03603959,14.35321641,9.321714871,0.559485416,0.147954595,432.529144,139.854696,0.002510813,0.007765202,,0.130255912,,0.070170932
2459635.478,219961,503.386,-13.3559,0.0025,37065.1,276.924,-11.4224,0.0081,30631.1,253.078,-11.2154,0.009,3350.08,191.748,-8.8126,0.0621,-1.9335,0.207,2.6098,,-1.5893,-0.3442,,9.896548727,12.03700646,14.439775,9.34085121,0.555697516,0.147979925,436.9628873,133.8457483,0.002485337,0.008113818,,0.130276671,,0.070185805
2459635.479,218982,507.29,-13.351,0.0025,37354,259.343,-11.4308,0.0075,30561.1,252.939,-11.2129,0.009,3942.6,205.68,-8.9895,0.0566,-1.9202,0.2179,2.4413,,-1.5883,-0.3319,,9.909821741,12.04792033,14.27138599,9.359688178,0.550133563,0.14794394,431.6702478,144.0331916,0.002515809,0.007539929,,0.130242773,,0.070172854
2459635.481,213279,506.854,-13.3224,0.0026,36675.6,283.413,-11.4109,0.0084,30615.9,262.594,-11.2149,0.0093,3313.68,216.704,-8.8008,0.071,-1.9115,0.196,2.6101,,-1.5692,-0.3423,,9.918572829,12.02607549,14.44016665,9.358915892,0.559656937,0.148029348,420.7898132,129.4069079,0.002580861,0.008392133,,0.130296158,,0.07025382
2459635.482,211561,499.945,-13.3136,0.0026,36769.6,264.965,-11.4137,0.0078,30169.6,271.646,-11.1989,0.0098,3265.84,191.528,-8.785,0.0637,-1.8999,0.2148,2.6287,,-1.5503,-0.3496,,9.930133236,12.04479838,14.458735,9.377435462,0.552697773,0.147959809,423.1685485,138.7715359,0.002566353,0.007825812,,0.130260621,,0.070173183
2459635.483,208490,491.84,-13.2977,0.0026,36658.4,264.718,-11.4104,0.0078,30369.4,262.208,-11.2061,0.0094,3236.4,194.497,-8.7752,0.0652,-1.8873,0.2043,2.6352,,-1.5511,-0.3362,,9.942720691,12.03434323,14.46527828,9.388163212,0.554557479,0.147963824,423.8980156,138.4809495,0.002561937,0.007842234,,0.130261522,,0.070179977
2459635.484,204866,498.461,-13.2787,0.0026,37048,274.608,-11.4219,0.008,30427.4,272.259,-11.2082,0.0097,3656.32,205.037,-8.9076,0.0609,-1.8568,0.2137,2.5143,,-1.5326,-0.3242,,9.9732372,12.04374981,14.34430142,9.396572609,0.576664591,0.147973597,410.9970489,134.9123114,0.002642355,0.008049673,,0.130275782,,0.070174113
2459635.485,201580,489.861,-13.2611,0.0026,36572.7,283.142,-11.4079,0.0084,29933.8,251.658,-11.1904,0.0091,3012.2,203.406,-8.6972,0.0733,-1.8532,0.2175,2.7107,,-1.5218,-0.3314,,9.976773957,12.04748793,14.54068305,9.407043235,0.569730722,0.147994044,411.504488,129.1673436,0.002639096,0.008407698,,0.130298328,,0.070175371
2459635.487,199550,487.716,-13.2501,0.0027,39163.1,278.353,-11.4822,0.0077,30050.4,261.557,-11.1946,0.0094,3497.12,205.595,-8.8593,0.0638,-1.7679,0.2876,2.6229,,-1.5134,-0.2545,,10.06206332,12.11756701,14.45291632,9.421884378,0.640178946,0.14795344,409.1520475,140.6958071,0.00265427,0.00771878,,0.130255997,,0.070168337
2459635.488,197205,485.398,-13.2373,0.0027,36626.6,264.695,-11.4095,0.0078,30078.8,261.611,-11.1956,0.0094,2986.04,203.341,-8.6877,0.0739,-1.8278,0.2139,2.7218,,-1.503,-0.3248,,10.00219671,12.04384025,14.55175246,9.426734832,0.575461877,0.147961343,406.2748507,138.3728442,0.002673067,0.007848361,,0.130264124,,0.070169915
2459635.489,193660,487.142,-13.2176,0.0027,36785.1,274.17,-11.4142,0.0081,30264.3,252.39,-11.2023,0.0091,3334.96,191.759,-8.8077,0.0624,-1.8034,0.2119,2.6065,,-1.4881,-0.3153,,10.02658003,12.04185327,14.43645328,9.446528011,0.580052023,0.147980645,397.5432215,134.1689463,0.002731778,0.008094272,,0.130280389,,0.070180422
2459635.49,192011,480.018,-13.2083,0.0027,36503.8,283.065,-11.4058,0.0084,30085.2,252.035,-11.1959,0.0091,3306.2,204.182,-8.7983,0.067,-1.8025,0.2099,2.6075,,-1.4832,-0.3193,,10.02752992,12.03996293,14.43752239,9.444634375,0.582895542,0.147998464,400.0079164,128.959073,0.002714946,0.008421276,,0.130300763,,0.070180171
2459635.492,188796,476.564,-13.19,0.0027,36425.1,255.419,-11.4035,0.0076,29450.8,241.415,-11.1727,0.0089,3503.04,217.141,-8.8611,0.0673,-1.7865,0.2308,2.5424,,-1.4634,-0.3231,,10.04351991,12.06075914,14.37238914,9.459733732,0.583786178,0.147956298,396.1608514,142.6092029,0.002741311,0.007615217,,0.130251704,,0.070182332
2459635.493,187391,480.612,-13.1819,0.0028,36449.5,273.557,-11.4042,0.0081,30228.1,261.981,-11.201,0.0094,3325.92,204.23,-8.8048,0.0667,-1.7777,0.2032,2.5994,,-1.4654,-0.3123,,10.05235712,12.03320181,14.42944944,9.458285359,0.594071757,0.147986039,389.9007932,133.2427977,0.002785324,0.008150534,,0.130285031,,0.070183178
2459635.494,186063,475.063,-13.1741,0.0028,36838.6,274.267,-11.4158,0.0081,30346.4,272.017,-11.2053,0.0097,3462.64,204.51,-8.8485,0.0641,-1.7583,0.2105,2.5673,,-1.4503,-0.308,,10.07160775,12.04048985,14.39723944,9.474267786,0.597339959,0.147982798,391.6596325,134.3165601,0.002772816,0.008085377,,0.130280704,,0.070184377
2459635.495,184918,478.059,-13.1674,0.0028,37026,274.568,-11.4213,0.0081,30079.8,261.613,-11.1957,0.0094,3240.08,203.965,-8.7764,0.0683,-1.7461,0.2256,2.6449,,-1.4517,-0.2944,,10.08381902,12.05557963,14.47487766,9.485374097,0.598444926,0.147976231,386.8099963,134.85184,0.00280758,0.008053283,,0.130279461,,0.070172836
2459635.496,184017,471.571,-13.1621,0.0028,36500.6,273.569,-11.4058,0.0081,30131.2,271.622,-11.1975,0.0098,3219.28,191.356,-8.7694,0.0645,-1.7563,0.2083,2.6364,,-1.4357,-0.3206,,10.07360514,12.03820894,14.46635313,9.482488677,0.591116466,0.147983589,390.2211968,133.4237432,0.002783037,0.008139481,,0.130284291,,0.070179386
2459635.497,181568,468.966,-13.1476,0.0028,36625.6,273.838,-11.4095,0.0081,30233.4,271.763,-11.2012,0.0098,3657.6,195.577,-8.908,0.0581,-1.7381,0.2083,2.5015,,-1.4246,-0.3135,,10.0918636,12.0382444,14.33147135,9.495276392,0.596587203,0.147985789,387.1666603,133.749151,0.002804994,0.008119678,,0.130283526,,0.070185445
2459635.499,179154,466.825,-13.1331,0.0028,36716.2,274.003,-11.4121,0.0081,29895.3,251.62,-11.189,0.0091,3620.92,204.843,-8.897,0.0614,-1.721,0.2231,2.5151,,-1.4275,-0.2935,,10.10907804,12.05313703,14.34509699,9.502802988,0.606275056,0.147982246,383.7712205,133.9992628,0.002829811,0.008104522,,0.130283119,,0.07017873
2459635.5,175813,457.438,-13.1126,0.0028,35957.2,272.696,-11.3895,0.0082,29796.9,260.987,-11.1854,0.0095,3507.84,204.675,-8.8626,0.0633,-1.7231,0.2041,2.5269,,-1.4147,-0.3084,,10.1068372,12.03403696,14.35686522,9.507897126,0.598940076,0.147989886,384.3427962,131.8581864,0.002825603,0.008236121,,0.13029128,,0.070179689
2459635.501,175152,462.028,-13.1085,0.0029,35888.6,272.53,-11.3874,0.0082,29502.9,260.466,-11.1747,0.0096,3217.88,203.911,-8.7689,0.0688,-1.7211,0.2127,2.6185,,-1.4072,-0.3139,,10.10885354,12.04272952,14.44846668,9.536514819,0.572338721,0.147992019,379.0939077,131.6867868,0.002864726,0.008246841,,0.130292813,,0.070181341
2459635.503,172781,459.576,-13.0937,0.0029,35923.9,272.513,-11.3885,0.0082,29523.5,261.334,-11.1754,0.0096,3494.56,204.697,-8.8585,0.0636,-1.7052,0.2131,2.53,,-1.4021,-0.3031,,10.12471874,12.04303909,14.35997744,9.546144115,0.578574624,0.147992378,375.9574042,131.8245368,0.002888625,0.008238224,,0.130292795,,0.07018213
2459635.508,167238,447.945,-13.0583,0.0029,36144.6,282.474,-11.3951,0.0085,29669.6,270.771,-11.1808,0.0099,3608.48,204.866,-8.8933,0.0616,-1.6632,0.2143,2.5018,,-1.3735,-0.2897,,10.16677114,12.04432933,14.3317978,9.549634581,0.617136563,0.148007078,373.3449419,127.9572633,0.002908838,0.008487209,,0.130309225,,0.070182627
2459635.51,165487,451.471,-13.0469,0.003,36327.7,264.093,-11.4006,0.0079,29697.7,270.869,-11.1818,0.0099,3141.2,203.832,-8.7427,0.0705,-1.6463,0.2188,2.6579,,-1.3638,-0.2825,,10.18368505,12.04878772,14.48785578,9.564043364,0.619641684,0.147972703,366.5506755,137.5564669,0.002962755,0.00789494,,0.130273205,,0.070177012
2459635.511,164403,456.153,-13.0398,0.003,35899.4,272.55,-11.3877,0.0082,29658.2,260.764,-11.1804,0.0095,3475.2,207.599,-8.8524,0.0649,-1.6521,0.2073,2.5353,,-1.3604,-0.2917,,10.17794363,12.037356,14.36526847,9.559473798,0.618469832,0.147999166,360.411967,131.7167492,0.003013218,0.008244965,,0.130296043,,0.070190414
2459635.512,162862,443.077,-13.0295,0.003,35613.2,271.983,-11.379,0.0083,30148.6,261.787,-11.1982,0.0094,3406.56,191.895,-8.8308,0.0612,-1.6505,0.1808,2.5482,,-1.346,-0.3045,,10.17947809,12.01085962,14.37823739,9.573171055,0.606307032,0.147995416,367.5704223,130.939066,0.002954536,0.008293934,,0.130297807,,0.070179232
2459635.513,81555.7,346.291,-12.2786,0.0046,18318.8,237.984,-10.6572,0.0141,15049,220.195,-10.4438,0.0159,1473,186.738,-7.9205,0.1376,-1.6214,0.2134,2.7367,,-1.3505,-0.2709,,10.20860675,12.04347345,14.56673569,9.575037781,0.633568973,0.148478944,235.5120405,76.97492268,0.004611229,0.014108491,,0.130844614,,0.070183215
2459635.514,159430,446.152,-13.0064,0.003,36156.3,272.939,-11.3955,0.0082,29664.4,260.818,-11.1806,0.0095,3501.24,204.604,-8.8606,0.0634,-1.6109,0.2149,2.5349,,-1.3368,-0.2741,,10.21903484,12.04487103,14.36490525,9.588821657,0.630213181,0.14799557,357.3445821,132.4702589,0.003039083,0.008198067,,0.130293685,,0.070187209
2459635.515,158392,443.595,-12.9993,0.003,36099,272.834,-11.3937,0.0082,29226.9,260.064,-11.1645,0.0097,3599.8,204.845,-8.8907,0.0618,-1.6056,0.2292,2.503,,-1.335,-0.2706,,10.22440482,12.05928104,14.333042,9.591621602,0.63278322,0.147999707,357.0644394,132.3112222,0.003041468,0.008207921,,0.130294361,,0.070194678
2459635.516,157343,436.739,-12.9921,0.003,35683,272.071,-11.3812,0.0083,29396.9,260.305,-11.1708,0.0096,3838.68,193.118,-8.9605,0.0546,-1.6109,0.2104,2.4207,,-1.3211,-0.2898,,10.21903483,12.04039956,14.25069862,9.590846514,0.62818832,0.148000344,360.267803,131.1532651,0.003014424,0.008280389,,0.130298318,,0.070188676
2459635.518,156114,441.019,-12.9836,0.0031,35527.8,271.745,-11.3764,0.0083,29479.1,260.42,-11.1738,0.0096,3480.88,204.5,-8.8542,0.0638,-1.6072,0.2026,2.5222,,-1.3184,-0.2888,,10.22281616,12.03263524,14.35219816,9.600024253,0.622791907,0.148006535,353.984749,130.73948,0.003067929,0.008306596,,0.130301235,,0.070196315
2459635.519,155283,440.05,-12.9778,0.0031,35447.4,281.148,-11.374,0.0086,29427.1,260.363,-11.1719,0.0096,3363.2,216.76,-8.8169,0.07,-1.6038,0.2021,2.5571,,-1.3191,-0.2847,,10.22615118,12.0320923,14.38707923,9.597734056,0.628417127,0.148022426,352.8758096,126.0809253,0.00307757,0.008613515,,0.130321388,,0.07019241
2459635.52,154253,444.831,-12.9706,0.0031,35309.4,271.506,-11.3697,0.0083,29213,259.994,-11.1639,0.0097,3485,192.1,-8.8555,0.0598,-1.6009,0.2058,2.5142,,-1.31,-0.2909,,10.2291418,12.03578545,14.34421889,9.609052074,0.620089722,0.148007205,346.7676488,130.0501646,0.00313178,0.008350624,,0.130305568,,0.070189683
2459635.521,153096,437.635,-12.9624,0.0031,35380.1,262.293,-11.3719,0.008,28867.8,259.244,-11.151,0.0097,3565.76,217.227,-8.8804,0.0661,-1.5905,0.2209,2.4915,,-1.3123,-0.2782,,10.23948803,12.05086342,14.32151737,9.605484973,0.634003058,0.147989992,349.825768,134.8877019,0.003104403,0.008051142,,0.130286063,,0.070189598
2459635.522,150017,428.27,-12.9404,0.0031,34893.8,270.864,-11.3569,0.0084,28821.2,259.239,-11.1493,0.0098,2970.72,190.858,-8.6822,0.0698,-1.5835,0.2076,2.6747,,-1.3009,-0.2826,,10.24651948,12.03759052,14.50471637,9.624284549,0.622234929,0.148010617,350.2860345,128.8240593,0.003100323,0.008430102,,0.130309933,,0.070188775
2459635.524,148754,432.543,-12.9312,0.0032,35117.6,271.071,-11.3638,0.0084,28666,258.897,-11.1434,0.0098,3164.68,203.726,-8.7508,0.0699,-1.5674,0.2204,2.613,,-1.3046,-0.2628,,10.26264044,12.05039433,14.44298756,9.614302493,0.648337944,0.148013177,343.9056926,129.5512984,0.003157842,0.00838278,,0.130308261,,0.070197276
